,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Duration
7762,A-3779088,Bing,,2,2019-12-15 19:21:30,2019-12-15 19:54:16,37.73005,-122.4397,37.72994,-122.43998,0.017,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-12-15 18:56:00,52.0,52.0,71.0,30.24,10.0,WNW,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19,32
7764,A-3779113,Bing,,2,2019-12-15 20:31:00,2019-12-15 21:44:43,37.719141,-122.448457,37.719141,-122.448457,0.0,At Sickles Ave/San Jose Ave/Exit 50 - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-15 20:56:00,50.0,50.0,77.0,30.25,10.0,W,7.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,73
7766,A-3779129,Bing,,2,2019-12-15 21:39:00,2019-12-15 22:13:46,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-15 21:53:00,47.0,45.0,83.0,30.27,10.0,SSE,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21,34
7767,A-3780059,Bing,,4,2019-12-16 00:52:11,2019-12-16 01:20:00,37.76197,-122.40578,37.7634,-122.40437,0.125,Closed at Vermont St - Road closed due to accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-16 00:53:00,43.0,43.0,89.0,30.3,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0,27
7771,A-3780211,Bing,,2,2019-12-16 14:36:30,2019-12-16 15:31:45,37.74392,-122.40563,37.74392,-122.40563,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-16 14:56:00,55.0,55.0,51.0,30.27,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,55
7773,A-3780297,Bing,,2,2019-12-16 18:00:00,2019-12-16 19:14:44,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-12-16 17:56:00,55.0,55.0,47.0,30.27,10.0,NE,15.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Night,Night,Night,Day,18,74
7776,A-3780329,Bing,,2,2019-12-16 18:38:00,2019-12-16 20:05:44,37.767635,-122.396201,37.767635,-122.396201,0.0,At Mariposa St - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-12-16 18:53:00,48.0,45.0,48.0,30.28,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night,18,87
7777,A-3781404,Bing,,2,2019-12-17 05:43:00,2019-12-17 06:36:45,37.756879,-122.403423,37.756879,-122.403423,0.0,At Vermont St - Accident.,,Footbridge,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-17 05:53:00,44.0,40.0,73.0,30.23,10.0,ENE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,53
7783,A-3782913,Bing,,2,2019-12-18 11:32:00,2019-12-18 12:31:45,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-18 11:56:00,58.0,58.0,70.0,29.99,10.0,SSE,17.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,59
7785,A-3782945,Bing,,2,2019-12-18 13:29:00,2019-12-18 14:01:46,37.729942,-122.439501,37.729942,-122.439501,0.0,At Monterey Blvd/San Jose Ave/Exit 52 - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-18 13:19:00,56.0,56.0,80.0,29.95,2.0,SSE,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,32
7786,A-3782953,Bing,,2,2019-12-18 13:33:30,2019-12-18 14:45:44,37.72991,-122.4396,37.72995,-122.43951,0.006,At Monterey Blvd/San Jose Ave/Exit 52 - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-18 13:19:00,56.0,56.0,80.0,29.95,2.0,SSE,15.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,72
7787,A-3782967,Bing,,2,2019-12-18 14:47:00,2019-12-18 15:19:46,37.72991,-122.4396,37.72995,-122.43951,0.006,At Monterey Blvd/San Jose Ave/Exit 52 - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-18 14:56:00,56.0,56.0,87.0,29.96,4.0,S,9.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,32
7791,A-3783009,Bing,,2,2019-12-18 16:20:30,2019-12-18 17:13:45,37.73136,-122.42383999999998,37.73136,-122.42383999999998,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-12-18 15:56:00,57.0,57.0,81.0,29.98,9.0,S,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16,53
7795,A-3783146,Bing,,2,2019-12-18 20:00:00,2019-12-18 21:12:44,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-18 19:56:00,55.0,55.0,80.0,30.06,10.0,SW,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,72
7798,A-3784504,Bing,,2,2019-12-19 07:50:00,2019-12-19 08:41:46,37.71018,-122.39552,37.71018,-122.39552,0.0,At Alanna Rd/Exit 429A - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-12-19 07:56:00,52.0,52.0,86.0,30.18,9.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,51
7801,A-3784567,Bing,,2,2019-12-19 12:23:00,2019-12-19 12:55:47,37.766694,-122.395005,37.766694,-122.395005,0.0,At Mariposa St - Accident.,,16th St,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-12-19 12:53:00,60.0,60.0,64.0,30.19,10.0,SSW,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,12,32
7803,A-3784579,Bing,,4,2019-12-19 13:16:18,2019-12-19 13:44:37,37.75621,-122.39244,37.75336,-122.39222,0.1969999999999999,Ramp closed to 25th St - Road closed due to accident.,,I-280 S,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-12-19 12:53:00,60.0,60.0,64.0,30.19,10.0,SSW,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,28
7804,A-3784654,Bing,,2,2019-12-19 16:43:30,2019-12-19 17:15:46,37.7676,-122.39625,37.7676,-122.39625,0.0,At Mariposa St - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-12-19 16:53:00,59.0,59.0,67.0,30.21,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,16,32
7805,A-3784662,Bing,,2,2019-12-19 16:43:00,2019-12-19 17:35:45,37.766694,-122.395005,37.766694,-122.395005,0.0,At Mariposa St - Accident.,,16th St,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-12-19 16:53:00,59.0,59.0,67.0,30.21,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,16,52
7809,A-3786380,Bing,,2,2019-12-20 14:58:00,2019-12-20 15:31:06,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-20 14:56:00,56.0,56.0,75.0,30.14,10.0,NE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,33
7811,A-3786497,Bing,,2,2019-12-20 18:37:00,2019-12-20 19:10:06,37.740299,-122.407848,37.740299,-122.407848,0.0,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-20 18:56:00,55.0,55.0,77.0,30.13,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,18,33
7812,A-3786504,Bing,,2,2019-12-20 18:43:30,2019-12-20 20:16:03,37.74029,-122.40785,37.74041,-122.40782,0.008,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-20 18:56:00,55.0,55.0,77.0,30.13,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,18,92
7821,A-3788462,Bing,,2,2019-12-21 22:15:00,2019-12-22 00:17:06,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-21 21:56:00,54.0,54.0,80.0,29.8,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,122
7822,A-3788508,Bing,,2,2019-12-22 05:00:00,2019-12-22 06:53:33,37.740299,-122.407848,37.740299,-122.407848,0.0,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-12-22 04:56:00,53.0,53.0,77.0,29.63,3.0,SSE,15.0,0.16,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5,113
7834,A-3789924,Bing,,2,2019-10-03 11:04:00,2019-10-03 11:36:01,37.743917,-122.405635,37.743917,-122.405635,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-03 10:56:00,64.0,64.0,56.0,30.01,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,32
7836,A-3789931,Bing,,2,2019-10-03 11:03:00,2019-10-03 12:11:01,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-03 10:56:00,64.0,64.0,56.0,30.01,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,68
7839,A-3789981,Bing,,2,2019-10-03 14:37:30,2019-10-03 15:10:31,37.743917,-122.405635,37.743917,-122.405635,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-03 14:56:00,65.0,65.0,52.0,29.97,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,33
7856,A-3794732,Bing,,2,2019-10-07 13:02:00,2019-10-07 13:34:30,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-07 12:56:00,73.0,73.0,55.0,29.95,10.0,NNE,5.0,0.0,Fair,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,13,32
7865,A-3796100,Bing,,2,2019-10-08 13:54:00,2019-10-08 14:26:12,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-10-08 13:53:00,79.0,79.0,35.0,29.85,10.0,NW,10.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13,32
7867,A-3796135,Bing,,2,2019-10-08 15:29:30,2019-10-08 17:21:38,37.73005,-122.4397,37.72994,-122.43998,0.017,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94131,US,US/Pacific,KSFO,2019-10-08 15:56:00,68.0,68.0,59.0,29.84,10.0,WNW,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,112
7869,A-3796174,Bing,,2,2019-10-08 17:33:00,2019-10-08 18:46:39,37.74392,-122.40563,37.74392,-122.40563,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-08 17:56:00,64.0,64.0,65.0,29.81,10.0,W,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,73
7871,A-3797457,Bing,,2,2019-10-09 08:47:00,2019-10-09 10:40:07,37.719141,-122.448457,37.719141,-122.448457,0.0,At Sickles Ave/San Jose Ave/Exit 50 - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-09 08:56:00,58.0,58.0,65.0,29.91,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,113
7878,A-3797624,Bing,,2,2019-10-09 20:19:00,2019-10-09 21:43:09,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-10-09 19:53:00,61.0,61.0,58.0,29.88,10.0,NW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,84
7879,A-3797625,Bing,,2,2019-10-09 20:20:00,2019-10-09 20:53:11,37.756879,-122.403423,37.756879,-122.403423,0.0,At Vermont St - Accident.,,Footbridge,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-10-09 19:53:00,61.0,61.0,58.0,29.88,10.0,NW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,33
7880,A-3798819,Bing,,2,2019-10-10 11:29:30,2019-10-10 12:02:14,37.73229,-122.41491,37.73229,-122.41491,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-10 11:56:00,70.0,70.0,17.0,29.99,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11,32
7892,A-3800424,Bing,,2,2019-10-11 17:28:20,2019-10-11 18:54:19,37.73229,-122.41491,37.73229,-122.41491,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-11 17:56:00,73.0,73.0,27.0,29.9,10.0,NE,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,85
7894,A-3800486,Bing,,2,2019-10-11 18:24:00,2019-10-11 18:57:42,37.732277,-122.414904,37.732277,-122.414904,0.0,At Alemany Blvd - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-11 17:56:00,73.0,73.0,27.0,29.9,10.0,NE,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18,33
7900,A-3802628,Bing,,2,2019-10-13 14:22:00,2019-10-13 16:16:04,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-13 13:56:00,72.0,72.0,27.0,29.83,10.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,114
7906,A-3803635,Bing,,2,2019-10-14 10:21:00,2019-10-14 11:51:09,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-14 09:56:00,58.0,58.0,72.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10,90
7914,A-3805022,Bing,,2,2019-10-15 17:26:30,2019-10-15 18:19:19,37.71951,-122.44843,37.71951,-122.44843,0.0,At Sickles Ave/San Jose Ave/Exit 50 - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-15 16:56:00,64.0,64.0,65.0,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,52
7919,A-3806239,Bing,,2,2019-10-16 10:32:00,2019-10-16 11:19:35,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-16 10:56:00,61.0,61.0,67.0,30.01,10.0,WNW,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,10,47
7928,A-3807735,Bing,,2,2019-10-17 13:43:00,2019-10-17 15:21:55,37.766694,-122.395005,37.766694,-122.395005,0.0,At Mariposa St - Accident.,,16th St,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-10-17 13:53:00,69.0,69.0,49.0,29.96,10.0,W,16.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day,13,98
7931,A-3807750,Bing,,2,2019-10-17 14:14:30,2019-10-17 15:07:55,37.74425,-122.40541,37.74425,-122.40541,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94124,US,US/Pacific,KSFO,2019-10-17 13:56:00,67.0,67.0,45.0,29.97,10.0,W,22.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,53
7933,A-3807762,Bing,,2,2019-10-17 14:49:00,2019-10-17 15:24:56,37.727319,-122.402749,37.727319,-122.402749,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-17 14:56:00,67.0,67.0,42.0,29.96,10.0,W,30.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,35
7934,A-3807764,Bing,,2,2019-10-17 14:52:30,2019-10-17 15:46:25,37.72733,-122.40276,37.72733,-122.40276,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-17 14:56:00,67.0,67.0,42.0,29.96,10.0,W,30.0,0.0,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14,53
7935,A-3807783,Bing,,2,2019-10-17 15:51:00,2019-10-17 16:22:56,37.7263,-122.44602,37.7263,-122.44602,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-17 15:56:00,64.0,64.0,52.0,29.96,10.0,W,32.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,31
7937,A-3807791,Bing,,2,2019-10-17 15:51:00,2019-10-17 19:27:41,37.726304,-122.446015,37.726304,-122.446015,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-17 15:56:00,64.0,64.0,52.0,29.96,10.0,W,32.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,216
7945,A-3809328,Bing,,2,2019-10-18 19:46:00,2019-10-18 20:19:37,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-18 19:56:00,59.0,59.0,72.0,30.04,10.0,W,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,19,33
7952,A-3811471,Bing,,2,2019-10-19 22:25:00,2019-10-19 23:20:36,37.76181,-122.405846,37.76181,-122.405846,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-10-19 22:53:00,57.0,57.0,89.0,30.08,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22,55
7965,A-3812765,Bing,,2,2019-10-21 09:25:00,2019-10-21 10:40:35,37.727319,-122.402749,37.727319,-122.402749,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-21 08:56:00,62.0,62.0,70.0,30.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9,75
7979,A-3814371,Bing,,2,2019-10-22 17:09:00,2019-10-22 18:21:30,37.769668,-122.416133,37.769668,-122.416133,0.0,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-10-22 16:56:00,83.0,83.0,24.0,30.05,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17,72
7987,A-3814465,Bing,,2,2019-10-22 21:33:00,2019-10-22 22:25:30,37.769668,-122.416133,37.769668,-122.416133,0.0,At Van Ness Ave/Duboce Ave/Exit 434A - Accident.,,Central Fwy,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2019-10-22 21:56:00,67.0,67.0,54.0,30.04,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,21,52
7991,A-3815788,Bing,,2,2019-10-23 15:08:00,2019-10-23 16:05:30,37.72401,-122.401464,37.72401,-122.401464,0.0,At Paul Ave - Accident.,,James Lick Fwy S,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,2019-10-23 14:56:00,85.0,85.0,26.0,29.92,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,True,False,False,False,False,Day,Day,Day,Day,15,57
7992,A-3815900,Bing,,2,2019-10-23 19:58:00,2019-10-23 20:54:30,37.767668,-122.395851,37.767668,-122.395851,0.0,At 6th St - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94158,US,US/Pacific,KOAK,2019-10-23 19:53:00,69.0,69.0,54.0,29.91,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night,19,56
8004,A-3818620,Bing,,2,2019-10-25 07:44:00,2019-10-25 08:19:47,37.732175,-122.43073400000002,37.732175,-122.43073400000002,0.0,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-25 07:56:00,64.0,64.0,70.0,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7,35
8006,A-3818646,Bing,,2,2019-10-25 08:38:00,2019-10-25 09:09:16,37.73217,-122.43073,37.73217,-122.43063,0.005,At Alemany Blvd - Accident.,,I-280 N,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-25 08:56:00,67.0,67.0,59.0,30.1,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8,31
8023,A-3822453,Bing,,2,2019-10-28 15:45:00,2019-10-28 16:56:42,37.7263,-122.44602,37.7263,-122.44602,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-28 15:56:00,71.0,71.0,16.0,29.99,10.0,NNW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,71
8028,A-3822482,Bing,,2,2019-10-28 15:45:00,2019-10-28 17:21:44,37.726304,-122.446015,37.726304,-122.446015,0.0,At Ocean Ave - Accident.,,I-280 S,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,2019-10-28 15:56:00,71.0,71.0,16.0,29.99,10.0,NNW,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,96
8031,A-3823985,Bing,,2,2019-10-29 20:05:00,2019-10-29 20:37:59,37.743949,-122.405578,37.743949,-122.405578,0.0,At Army St/Potrero Ave - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-29 19:56:00,59.0,59.0,36.0,29.92,10.0,W,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20,32
8033,A-3825244,Bing,,2,2019-10-30 06:50:00,2019-10-30 07:22:01,37.740299,-122.407848,37.740299,-122.407848,0.0,At I-280/Alemany Blvd - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94110,US,US/Pacific,KSFO,2019-10-30 06:56:00,56.0,56.0,28.0,30.08,10.0,E,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6,32
8036,A-3825382,Bing,,2,2019-10-30 15:35:00,2019-10-30 16:07:45,37.76182,-122.40587,37.76182,-122.40587,0.0,At Vermont St - Accident.,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,2019-10-30 15:53:00,67.0,67.0,34.0,30.14,10.0,W,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15,32
